,chance_of_playing_next_round,chance_of_playing_this_round,code_x,ep_next,ep_this,event_points,first_name,form,id,news,news_added,now_cost,points_per_game,second_name,selected_by_percent,team_code,total_points,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,influence,creativity,threat,ict_index,influence_rank_type,creativity_rank_type,threat_rank_type,ict_index_rank,ict_index_rank_type,penalties_order,penalties_text,code_y,Club,fullname
276,0.0,0.0,444463,0.0,0.0,0,Wesley,0.0,220,Leg injury - Unknown return date,2021-08-04T23:00:11.364712Z,44,0.0,Fofana,0.3,13,0,0.0,0.0,Fofana,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,186,187,179,486,187,,,13,Leicester City,Wesley Fofana
277,100.0,100.0,93100,1.5,2.0,1,Jannik,2.0,340,,2021-08-23T22:30:06.225706Z,49,1.8,Vestergaard,0.9,13,9,0.4,1.8,Vestergaard,358,0,0,1,6,0,0,0,1,0,0,0,102.4,14.3,15.0,13.2,48,84,73,224,73,,,13,Leicester City,Jannik Vestergaard
278,,,245419,-0.5,0.0,0,Patson,0.0,455,,,71,1.0,Daka,0.4,13,1,0.0,0.1,Daka,26,0,0,0,2,0,0,0,0,0,0,0,1.0,0.0,0.0,0.1,53,85,84,408,56,,,13,Leicester City,Patson Daka
279,,,225902,0.7,1.2,1,Boubakary,1.2,458,,,48,1.4,Soumaré,0.1,13,7,0.3,1.5,Soumaré,202,0,0,0,7,0,0,0,0,0,0,0,23.6,30.9,18.0,7.2,124,115,131,301,136,,,13,Leicester City,Boubakary Soumaré
280,100.0,100.0,40146,0.5,1.0,0,Ryan,1.0,473,,2021-08-28T23:00:11.788035Z,49,1.0,Bertrand,0.6,13,4,0.2,0.8,Bertrand,337,0,0,0,7,0,0,0,1,0,0,0,48.0,14.8,8.0,7.2,101,83,90,302,104,,,13,Leicester City,Ryan Bertrand
281,,,215413,-0.5,0.0,0,Kiernan,0.0,505,,,45,1.0,Dewsbury-Hall,0.0,13,1,0.0,0.2,Dewsbury-Hall,4,0,0,0,0,0,0,0,0,0,0,0,1.0,0.2,2.0,0.3,180,184,166,396,183,,,13,Leicester City,Kiernan Dewsbury-Hall
282,,,11974,-0.5,0.0,0,Eldin,0.0,573,,,40,0.0,Jakupovic,0.1,13,0,0.0,0.0,Jakupovic,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,7,3,413,28,,,13,Leicester City,Eldin Jakupovic
283,,,219352,1.3,1.8,2,Ademola,1.8,587,,,60,1.8,Lookman,0.1,13,7,0.3,1.2,Lookman,218,0,0,0,5,0,0,0,0,0,0,1,37.8,73.1,112.0,22.3,113,66,40,127,62,,,13,Leicester City,Ademola Lookman
284,0.0,0.0,28690,0.0,0.0,0,Pablo,0.0,182,Left the club at the end of the 2020/21 season,2021-07-19T09:38:55.151396Z,55,0.0,Hernández Domínguez,0.0,2,0,0.0,0.0,Hernández,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,239,240,237,595,239,,,2,Leeds United,Pablo Domínguez
285,0.0,0.0,39790,0.0,0.0,0,Francisco,0.0,183,Joined Elche CF on a season-long loan - Expected back 01 Jul,2021-07-13T10:00:05.132170Z,45,0.0,Casilla Cortés,0.0,2,0,0.0,0.0,Casilla,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,43,39,490,60,,,2,Leeds United,Francisco Cortés
286,,,55914,2.5,3.0,7,Liam,2.5,184,,,45,2.0,Cooper,0.5,2,14,0.6,3.1,Cooper,630,0,1,1,14,0,0,0,3,0,0,1,186.0,37.7,14.0,23.8,2,44,74,114,32,,,2,Leeds United,Liam Cooper
287,0.0,0.0,66588,0.0,0.0,0,Luke,0.8,185,Knee injury - Unknown return date,2021-09-17T23:00:12.419851Z,44,2.4,Ayling,6.6,2,12,0.2,2.7,Ayling,448,1,0,0,12,0,0,0,0,0,0,0,143.4,33.3,25.0,20.1,18,51,63,142,42,,,2,Leeds United,Luke Ayling
288,100.0,100.0,72222,2.5,3.0,3,Mateusz,2.5,186,,2021-08-29T23:00:12.187455Z,55,4.2,Klich,0.7,2,21,0.5,3.8,Klich,419,1,1,1,10,0,0,0,0,0,0,3,109.4,145.3,160.0,41.5,36,25,29,38,25,2.0,,2,Leeds United,Mateusz Klich
289,,,80954,1.5,2.0,2,Rodrigo,1.5,187,,,63,1.3,Moreno,1.1,2,8,0.2,1.3,Rodrigo,432,0,0,1,6,0,0,0,2,0,0,0,58.4,143.2,109.0,31.0,27,6,26,72,19,,,2,Leeds United,Rodrigo Moreno
290,75.0,,87873,1.7,2.7,3,Stuart,2.2,188,Knock - 75% chance of playing,2021-10-02T17:30:10.439737Z,53,2.6,Dallas,6.7,2,18,0.4,3.4,Dallas,617,0,1,1,14,0,0,0,0,0,0,0,93.2,106.6,91.0,29.2,49,42,45,78,45,,,2,Leeds United,Stuart Dallas
291,50.0,0.0,106617,0.9,0.0,0,Patrick,1.8,189,Ankle injury - 50% chance of playing,2021-09-21T09:30:13.986206Z,78,4.2,Bamford,5.6,2,21,0.2,2.7,Bamford,436,1,2,0,12,0,0,0,1,0,0,2,93.8,43.8,240.0,37.7,14,26,9,49,13,1.0,,2,Leeds United,Patrick Bamford
292,100.0,100.0,149915,3.8,4.3,15,Diego,3.8,190,,2021-09-12T22:30:16.751659Z,45,5.7,Llorente,0.2,2,17,0.8,3.8,Llorente,187,1,0,1,2,0,0,0,1,0,0,3,67.4,1.3,33.0,10.2,81,116,52,254,82,,,2,Leeds United,Diego Llorente
293,75.0,,155405,1.7,2.7,3,Kalvin,2.2,191,Calf injury - 75% chance of playing,2021-10-06T12:00:13.423820Z,49,2.0,Phillips,1.8,2,12,0.4,2.4,Phillips,540,0,0,1,9,0,0,0,1,0,0,0,72.4,58.0,17.0,14.9,68,79,136,207,95,,,2,Leeds United,Kalvin Phillips
294,0.0,0.0,165808,0.0,0.0,0,Hélder Wander,0.0,192,Joined Valencia on a season-long loan - Expected back 01 Jul,2021-09-01T07:00:13.695322Z,54,1.0,Sousa de Azevedo e Costa,0.1,2,1,0.0,0.2,Costa,21,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4,1.0,0.0,237,180,172,589,237,,,2,Leeds United,Hélder Costa
295,,,173821,0.8,1.3,1,Tyler,0.8,193,,,49,0.9,Roberts,0.1,2,6,0.2,1.2,Roberts,167,0,0,0,3,0,0,0,1,0,0,0,23.4,56.0,62.0,14.1,125,82,62,216,100,,,2,Leeds United,Tyler Roberts
296,0.0,0.0,193645,0.0,0.0,0,Robin,0.0,194,Pelvic - Unknown return date,2021-08-21T18:00:14.706157Z,44,0.0,Koch,0.1,2,0,0.0,0.0,Koch,90,0,0,0,5,0,0,0,0,0,0,0,14.4,0.3,0.0,1.5,126,133,172,371,130,,,2,Leeds United,Robin Koch
297,0.0,0.0,215460,0.0,0.0,0,Ian Carlo,0.0,195,Joined Blackburn Rovers on a season-long loan - Expected back 01 Jul,2021-08-23T23:30:15.771302Z,45,0.0,Poveda-Ocampo,0.0,2,0,0.0,0.0,Poveda,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,195,199,190,515,197,,,2,Leeds United,Ian Poveda-Ocampo
298,100.0,100.0,219961,5.2,5.7,3,Raphael,5.2,196,,2021-09-17T23:00:12.441365Z,66,4.4,Dias Belloli,20.1,2,31,0.8,4.7,Raphinha,584,3,0,1,13,0,0,0,2,0,0,3,171.6,196.9,201.0,56.9,12,5,18,14,9,,,2,Leeds United,Raphael Belloli
299,,,221610,1.5,2.0,3,Jamie,1.5,197,,,45,2.2,Shackleton,0.2,2,11,0.3,2.4,Shackleton,236,0,1,1,2,0,0,0,0,0,0,0,38.6,19.0,46.0,10.5,109,138,85,252,116,,,2,Leeds United,Jamie Shackleton
300,100.0,100.0,222694,-0.5,0.0,1,Pascal,-0.5,198,,2021-09-12T22:00:14.949549Z,44,0.0,Struijk,0.2,2,0,-0.1,0.0,Struijk,297,0,0,0,10,0,0,0,1,1,0,0,73.6,10.8,8.0,9.3,75,95,88,264,88,,,2,Leeds United,Pascal Struijk
301,,,437495,3.2,3.7,6,Illan,3.2,199,,,50,2.7,Meslier,2.9,2,19,0.6,3.8,Meslier,630,0,0,1,14,0,0,0,1,0,28,0,228.8,0.0,0.0,22.8,1,61,60,122,1,,,2,Leeds United,Illan Meslier
302,100.0,100.0,221399,0.8,1.3,0,Jack,0.8,267,,2021-09-23T13:00:17.406201Z,58,1.8,Harrison,1.4,2,9,0.1,1.6,Harrison,360,0,0,0,12,0,0,0,0,0,0,0,44.6,118.3,36.0,19.8,104,37,100,148,71,,,2,Leeds United,Jack Harrison
303,,,200617,1.8,2.3,3,Daniel,1.8,287,,,60,1.7,James,0.5,2,10,0.3,1.7,James,343,0,0,1,3,0,0,0,0,0,0,0,15.6,38.8,143.0,19.4,135,104,32,155,77,,,2,Leeds United,Daniel James
304,100.0,100.0,443967,2.2,2.7,8,Héctor Junior,2.2,463,,2021-08-29T23:00:12.543970Z,48,1.3,Firpo Adames,0.5,2,8,0.5,1.7,Firpo,464,0,0,1,12,1,0,0,1,0,0,2,58.6,82.3,41.0,18.2,89,23,45,171,52,,,2,Leeds United,Héctor Adames
305,,,223081,0.0,0.5,0,Kristoffer,0.0,490,,,44,0.0,Klaesson,0.1,2,0,0.0,0.0,Klaesson,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,57,39,35,481,57,,,2,Leeds United,Kristoffer Klaesson
306,,,248937,0.0,0.5,0,Sam,0.0,550,,,45,0.0,Greenwood,2.1,2,0,0.0,0.0,Greenwood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,64,65,60,534,66,,,2,Leeds United,Sam Greenwood
307,75.0,,450070,0.4,1.0,0,Crysencio,0.5,551,Illness - 75% chance of playing,2021-10-02T17:30:10.677445Z,45,1.0,Summerville,0.1,2,2,0.1,0.4,Summerville,24,0,0,0,0,0,0,0,0,0,0,0,2.4,3.1,4.0,0.9,176,165,163,379,172,,,2,Leeds United,Crysencio Summerville
308,0.0,0.0,80179,0.0,0.0,0,Adam,0.0,552,Thigh injury - Expected back 23 Oct,2021-09-25T18:00:16.079875Z,45,0.0,Forshaw,0.0,2,0,0.0,0.0,Forshaw,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,187,191,178,493,189,,,2,Leeds United,Adam Forshaw
309,,,433590,0.0,0.5,0,Cody,0.0,562,,,40,0.0,Drameh,0.1,2,0,0.0,0.0,Drameh,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,154,156,137,440,156,,,2,Leeds United,Cody Drameh
310,,,492373,0.2,0.7,0,Charlie,0.2,563,,,40,1.0,Cresswell,0.4,2,1,0.0,0.2,Cresswell,90,0,0,0,2,0,0,0,0,0,0,0,17.8,0.4,0.0,1.8,121,128,150,365,127,,,2,Leeds United,Charlie Cresswell
311,,,464618,0.0,0.5,0,Liam,0.0,576,,,45,0.0,McCarron,0.0,2,0,0.0,0.0,McCarron,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,213,216,208,547,214,,,2,Leeds United,Liam McCarron
312,,,462635,0.0,0.5,0,Joe,0.0,577,,,45,0.0,Gelhardt,0.3,2,0,0.0,0.0,Gelhardt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,69,65,545,70,,,2,Leeds United,Joe Gelhardt
313,,,469249,0.0,0.5,0,Nohan,0.0,600,,,45,0.0,Kenneh,0.0,2,0,0.0,0.0,Kenneh,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,214,217,209,548,215,,,2,Leeds United,Nohan Kenneh
314,,,473342,0.0,0.5,0,Stuart,0.0,601,,,44,0.0,McKinstry,0.1,2,0,0.0,0.0,McKinstry,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,184,187,175,487,186,,,2,Leeds United,Stuart McKinstry
315,,,477547,0.0,0.5,0,Leo Fuhr,0.0,608,,,40,0.0,Hjelde,0.0,2,0,0.0,0.0,Hjelde,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,163,165,146,452,165,,,2,Leeds United,Leo Hjelde
316,100.0,100.0,15157,2.5,1.0,1,James,1.0,221,,2021-08-21T15:30:09.087896Z,49,2.0,Milner,0.1,14,6,0.2,1.2,Milner,257,0,0,2,1,0,0,0,2,0,0,0,55.2,66.2,28.0,14.9,90,73,113,206,94,1.0,,14,Liverpool,James Milner
317,100.0,100.0,56979,4.5,3.0,2,Jordan,3.0,222,,2021-08-20T13:00:08.010850Z,50,2.8,Henderson,1.0,14,17,0.6,3.4,Henderson,457,0,1,2,6,0,0,0,1,0,0,2,79.0,132.7,46.0,25.7,63,29,86,107,54,,,14,Liverpool,Jordan Henderson
318,,,60706,1.5,0.0,0,Adrián,0.0,223,,,44,0.0,San Miguel del Castillo,0.2,14,0,0.0,0.0,Adrián,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51,32,28,466,51,,,14,Liverpool,Adrián Castillo
319,,,60914,3.5,2.0,1,Joel,2.0,224,,,50,3.7,Matip,3.4,14,22,0.4,4.4,Matip,540,0,0,3,6,0,0,0,0,0,0,0,104.6,35.1,122.0,26.3,45,48,3,101,23,,,14,Liverpool,Joel Matip
320,50.0,0.0,61558,2.0,0.0,0,Thiago,2.5,225,Calf injury - 50% chance of playing,2021-09-18T18:00:16.653727Z,53,3.0,Alcántara do Nascimento,0.5,14,12,0.5,2.3,Thiago,176,0,1,2,0,0,0,0,0,0,0,1,54.0,63.3,61.0,17.9,94,75,64,173,84,,,14,Liverpool,Thiago Nascimento
321,0.0,0.0,68312,0.0,0.0,0,Xherdan,0.0,226,Transferred to Lyon,2021-08-23T16:30:10.979411Z,59,0.0,Shaqiri,0.0,14,0,0.0,0.0,Shaqiri,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,245,245,245,603,245,,,14,Liverpool,Xherdan Shaqiri
322,,,81880,1.7,0.2,0,Alex,0.2,227,,,58,2.0,Oxlade-Chamberlain,0.1,14,4,0.0,0.7,Chamberlain,68,0,0,1,0,0,0,0,0,0,0,0,2.0,5.3,10.0,1.5,177,159,149,372,170,,,14,Liverpool,Alex Oxlade-Chamberlain
323,100.0,100.0,92217,2.0,0.5,1,Roberto,0.5,228,,2021-08-28T22:30:15.413004Z,88,2.2,Firmino,2.0,14,11,0.1,1.2,Firmino,124,1,0,0,4,0,0,0,0,0,0,2,50.0,31.9,42.0,12.4,32,32,40,233,36,4.0,,14,Liverpool,Roberto Firmino
324,,,97032,6.5,5.0,1,Virgil,5.0,229,,,66,5.0,van Dijk,17.1,14,35,0.8,5.3,van Dijk,630,0,1,4,6,0,0,0,0,0,0,4,146.6,57.9,105.0,30.9,15,32,6,73,12,,,14,Liverpool,Virgil Dijk
325,,,110979,7.7,6.2,7,Sadio,6.2,230,,,119,5.9,Mané,2.8,14,41,0.5,3.4,Mané,630,4,1,4,6,0,0,0,0,0,0,0,189.4,150.6,450.0,78.9,7,23,2,4,3,3.0,,14,Liverpool,Sadio Mané
326,,,116535,6.0,4.5,1,Alisson,4.5,231,,,60,5.0,Ramses Becker,8.8,14,35,0.8,5.8,Alisson,630,0,0,4,6,0,0,0,0,0,15,4,159.0,0.0,0.0,15.8,9,66,66,197,10,,,14,Liverpool,Alisson Becker
327,100.0,100.0,116643,5.5,4.0,1,Fabio Henrique,4.0,232,,2021-08-21T00:00:09.307804Z,54,3.2,Tavares,0.9,14,19,0.7,3.5,Fabinho,479,1,1,2,6,0,0,0,2,0,0,0,97.0,37.3,136.0,27.1,45,106,34,94,51,,,14,Liverpool,Fabio Tavares
328,,,118748,11.5,10.0,13,Mohamed,10.0,233,,,127,10.0,Salah,61.0,14,70,0.8,5.5,Salah,630,6,4,4,6,0,0,0,1,0,0,11,330.8,234.4,492.0,105.7,1,3,1,1,1,2.0,,14,Liverpool,Mohamed Salah
329,100.0,100.0,122798,4.3,2.8,1,Andrew,2.8,234,,2021-08-08T18:30:05.747237Z,70,3.2,Robertson,2.0,14,13,0.4,1.9,Robertson,355,0,1,1,6,0,0,0,1,0,0,1,82.6,129.9,28.0,24.1,66,11,61,113,31,,,14,Liverpool,Andrew Robertson
330,,,152760,1.7,0.2,0,Divock,0.2,235,,,49,1.0,Origi,1.1,14,1,0.0,0.2,Origi,2,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.1,52,71,67,406,54,,,14,Liverpool,Divock Origi
331,100.0,100.0,157882,1.5,0.0,0,Takumi,0.0,236,,2021-09-08T10:00:09.548644Z,52,0.0,Minamino,0.1,14,0,0.0,0.0,Minamino,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,234,237,232,585,235,,,14,Liverpool,Takumi Minamino
332,50.0,0.0,169187,2.4,0.0,0,Trent,3.2,237,Groin Injury - 50% chance of playing,2021-09-28T18:30:10.254654Z,75,7.0,Alexander-Arnold,22.3,14,35,0.4,4.7,Alexander-Arnold,450,0,2,3,4,0,0,0,0,0,0,8,162.8,323.8,107.0,59.4,8,1,5,10,1,,,14,Liverpool,Trent Alexander-Arnold
333,,,171287,1.7,0.2,1,Joseph,0.2,238,,,48,1.0,Gomez,0.5,14,2,0.0,0.4,Gomez,13,0,0,0,1,0,0,0,0,0,0,0,1.2,0.3,0.0,0.2,138,135,198,403,140,,,14,Liverpool,Joseph Gomez
334,100.0,100.0,175592,3.3,1.8,0,Naby,1.8,239,,2021-09-22T11:00:08.995473Z,50,3.2,Keita,0.2,14,13,0.4,2.6,Keita,191,1,0,2,0,0,0,0,0,0,0,0,57.0,21.0,21.0,9.9,87,136,127,258,120,,,14,Liverpool,Naby Keita
335,,,194634,5.3,3.8,2,Diogo,3.8,240,,,76,4.6,Jota,17.4,14,32,0.5,4.2,Jota,500,3,0,5,3,0,0,0,1,0,0,0,155.8,142.4,278.0,57.7,17,27,4,12,7,,,14,Liverpool,Diogo Jota
336,,,197464,1.5,0.0,0,Nathaniel,0.0,241,,,43,0.0,Phillips,0.2,14,0,0.0,0.0,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,171,173,159,459,172,,,14,Liverpool,Nathaniel Phillips
337,,,200720,1.5,0.0,0,Caoimhin,0.0,242,,,44,0.0,Kelleher,0.1,14,0,0.0,0.0,Kelleher,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,56,38,34,478,56,,,14,Liverpool,Caoimhin Kelleher
338,,,204716,3.0,1.5,0,Ibrahima,1.5,243,,,52,6.0,Konaté,1.2,14,6,0.3,1.2,Konaté,90,0,0,1,0,0,0,0,0,0,0,0,25.4,0.8,0.0,2.6,117,121,207,350,123,,,14,Liverpool,Ibrahima Konaté
339,100.0,100.0,206915,5.5,4.0,7,Curtis,4.0,244,,2021-08-11T07:00:10.868409Z,50,5.3,Jones,0.3,14,16,0.8,3.2,Jones,171,1,1,0,4,0,0,0,0,0,0,3,67.2,31.0,44.0,14.3,76,113,89,213,98,,,14,Liverpool,Curtis Jones
340,,,214285,2.7,1.2,0,Konstantinos,1.2,245,,,40,5.8,Tsimikas,17.2,14,23,0.3,5.8,Tsimikas,274,0,1,3,0,0,0,0,1,0,0,2,79.2,143.0,63.0,28.5,71,9,22,81,15,,,14,Liverpool,Konstantinos Tsimikas
