,chance_of_playing_next_round,chance_of_playing_this_round,code_x,ep_next,ep_this,event_points,first_name,form,id,news,news_added,now_cost,points_per_game,second_name,selected_by_percent,team_code,total_points,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,influence,creativity,threat,ict_index,influence_rank_type,creativity_rank_type,threat_rank_type,ict_index_rank,ict_index_rank_type,penalties_order,penalties_text,code_y,Club,fullname
526,0.0,0.0,89085,0.0,0.0,0,Nathaniel,0.0,385,Transferred to Fulham,2021-08-12T12:00:08.997086Z,50,0.0,Chalobah,0.0,57,0,0.0,0.0,Chalobah,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,228,231,226,575,229,,,57,Watford,Nathaniel Chalobah
527,,,131304,0.0,1.0,2,William,1.5,387,,,45,1.4,Troost-Ekong,0.1,57,10,0.3,2.2,Troost-Ekong,630,0,0,0,10,0,0,0,1,0,0,0,132.8,13.0,11.0,15.7,24,87,81,198,63,,,57,Watford,William Troost-Ekong
528,0.0,0.0,140941,0.0,0.0,0,Stipe,0.0,388,Transferred to Maccabi Tel Aviv,2021-08-14T18:30:10.219289Z,45,0.0,Perica,1.1,57,0,0.0,0.0,Perica,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,57,58,53,499,59,,,57,Watford,Stipe Perica
529,100.0,100.0,154506,-1.0,0.0,0,Daniel,0.5,389,,2021-09-23T13:00:17.628091Z,44,2.0,Bachmann,1.7,57,8,0.1,1.8,Bachmann,360,0,0,0,7,0,0,0,0,0,12,0,89.6,0.0,0.0,9.0,17,35,31,266,17,,,57,Watford,Daniel Bachmann
530,,,155651,-1.5,-0.5,0,Adam,0.0,390,,,43,1.3,Masina,0.1,57,4,0.0,0.9,Masina,270,0,0,0,5,0,0,0,0,0,0,0,56.6,31.7,0.0,8.9,91,55,155,269,91,,,57,Watford,Adam Masina
531,,,157775,-0.7,0.3,1,Ken,0.8,391,,,53,1.2,Sema,0.0,57,6,0.2,1.1,Sema,242,0,0,0,5,0,0,0,1,0,0,0,17.4,40.3,26.0,8.3,134,102,118,279,125,,,57,Watford,Ken Sema
532,0.0,0.0,162344,0.0,0.0,0,Philip,0.0,392,Joined Nottingham Forest on a season-long loan - Expected back 01 Jul,2021-08-08T12:00:11.230037Z,55,0.0,Zinckernagel,0.0,57,0,0.0,0.0,Zinckernagel,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,241,242,239,598,241,,,57,Watford,Philip Zinckernagel
533,0.0,0.0,173514,0.0,0.0,0,Isaac,0.0,393,Transferred to Udinese,2021-08-26T17:59:08.709960Z,50,0.0,Success Ajayi,0.1,57,0,0.0,0.0,Success,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,72,74,70,580,74,,,57,Watford,Isaac Ajayi
534,0.0,0.0,175353,0.0,0.0,0,Ayotomiwa,0.0,394,Joined Reading on a season-long loan - Expected back 01 Jul,2021-08-13T09:00:11.852434Z,45,0.0,Dele-Bashiru,0.0,57,0,0.0,0.0,Dele-Bashiru,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,189,193,182,503,191,,,57,Watford,Ayotomiwa Dele-Bashiru
535,,,176296,-1.5,-0.5,0,Ashley,0.0,395,,,49,0.0,Fletcher,0.2,57,0,0.0,0.0,Fletcher,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,70,72,68,566,72,,,57,Watford,Ashley Fletcher
536,75.0,,208973,-1.0,-0.3,2,Francisco,0.2,396,Knock - 75% chance of playing,2021-10-02T17:30:10.593380Z,43,1.0,Sierralta,0.1,57,3,0.0,0.7,Sierralta,247,0,0,0,4,1,0,0,0,0,0,0,43.4,0.4,0.0,4.4,108,129,160,331,116,,,57,Watford,Francisco Sierralta
537,0.0,0.0,216058,0.0,0.0,0,Domingos,0.0,397,Joined Fulham on a season-long loan - Expected back 01 Jul,2021-09-01T07:00:14.049212Z,45,0.0,Quina,0.0,57,0,0.0,0.0,Quina,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,196,200,191,516,198,,,57,Watford,Domingos Quina
538,0.0,0.0,220166,0.0,0.0,0,Marc,0.0,398,Left the club by mutual consent,2021-08-31T22:30:15.691112Z,40,0.0,Navarro,0.3,57,0,0.0,0.0,Navarro,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,151,153,133,432,153,,,57,Watford,Marc Navarro
539,,,232185,5.3,6.3,1,Ismaila,6.8,399,,,63,5.7,Sarr,18.2,57,40,1.1,6.3,Sarr,630,4,0,0,10,0,0,0,1,0,0,7,199.0,120.6,304.0,62.4,6,34,3,8,5,3.0,,57,Watford,Ismaila Sarr
540,,,232391,-0.7,0.3,0,Jeremy,0.8,400,,,44,1.0,Ngakia,0.0,57,4,0.2,0.9,Ngakia,183,0,0,0,2,0,0,0,0,0,0,0,39.2,4.4,3.0,4.6,110,104,111,327,114,,,57,Watford,Jeremy Ngakia
541,0.0,0.0,241289,0.0,0.0,0,Ben,0.0,401,Transferred to  Stoke City,2021-06-25T10:10:54.512279Z,45,0.0,Wilmot,0.0,57,0,0.0,0.0,Wilmot,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,197,197,191,529,197,,,57,Watford,Ben Wilmot
542,0.0,0.0,244890,0.0,0.0,0,Joseph,0.0,402,Season long loan to Ross County,2021-08-18T06:54:33.688899Z,45,0.0,Hungbo,0.0,57,0,0.0,0.0,Hungbo,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,204,207,198,532,205,,,57,Watford,Joseph Hungbo
543,,,471471,-1.5,-0.5,0,Imrân,0.0,403,,,53,1.0,Louza,0.0,57,1,0.0,0.2,Louza,45,0,0,0,2,0,0,0,0,0,0,0,7.8,11.3,2.0,2.1,155,155,171,360,165,,,57,Watford,Imrân Louza
544,100.0,100.0,475168,-1.0,0.0,1,João Pedro,0.5,404,,2021-08-12T12:00:09.007012Z,54,1.0,Junqueira de Jesus,0.1,57,2,0.1,0.4,João Pedro,57,0,0,0,0,0,0,0,0,0,0,0,5.8,11.3,10.0,2.7,43,42,48,348,45,2.0,,57,Watford,João Jesus
545,,,493934,-1.5,-0.5,0,Kwadwo,0.0,405,,,45,0.0,Baah,0.1,57,0,0.0,0.0,Baah,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,217,220,214,552,218,,,57,Watford,Kwadwo Baah
546,100.0,100.0,230251,0.7,1.7,1,Emmanuel,2.2,450,,2021-08-14T18:30:10.328920Z,53,3.4,Dennis,10.6,57,24,0.4,4.5,Dennis,571,2,1,1,8,0,0,0,4,0,0,3,125.4,91.4,273.0,49.0,9,10,5,24,7,,,57,Watford,Emmanuel Dennis
547,0.0,0.0,467311,0.0,0.0,0,Matthew,0.0,454,Joined Cheltenham Town on a season-long loan - Expected back 01 Jul,2021-08-30T13:00:10.587558Z,40,0.0,Pollock,0.4,57,0,0.0,0.0,Pollock,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,162,164,145,451,164,,,57,Watford,Matthew Pollock
548,0.0,0.0,227560,0.0,0.0,0,Oghenekaro Peter,0.8,467,Thigh injury - Expected back 26 Feb,2021-09-30T11:30:14.124407Z,45,1.2,Etebo,0.2,57,7,0.2,1.6,Etebo,369,0,0,0,6,0,0,0,3,0,0,0,46.4,31.8,10.0,8.9,102,111,146,270,122,,,57,Watford,Oghenekaro Etebo
549,75.0,100.0,78007,2.0,3.7,1,Joshua,4.2,468,Knock - 75% chance of playing,2021-10-02T17:30:10.652169Z,55,3.3,King,0.9,57,20,0.8,3.6,King,366,0,3,0,4,0,0,0,0,0,0,2,69.6,108.3,89.0,26.7,21,8,30,97,24,,,57,Watford,Joshua King
550,0.0,0.0,243569,0.0,0.0,0,Adedapo,0.0,469,Season long loan to AFC Wimbledon,2021-08-10T08:33:41.561267Z,45,0.0,Awokoya-Mebude,0.1,57,0,0.0,0.0,Mebude,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,63,64,59,531,65,,,57,Watford,Adedapo Awokoya-Mebude
551,,,244716,-1.3,-0.3,0,Juan Camilo,0.2,472,,,50,2.2,Hernández Suárez,1.7,57,9,0.0,1.8,Cucho,131,1,0,0,4,0,0,0,0,0,0,1,43.0,3.8,39.0,8.6,34,44,42,278,40,,,57,Watford,Juan Suárez
552,100.0,100.0,69143,0.5,1.5,2,Juraj,2.0,495,,2021-08-19T12:00:16.116482Z,55,2.0,Kucka,0.0,57,12,0.4,2.2,Kucka,491,0,0,1,6,0,0,0,1,0,0,0,63.4,28.4,45.0,13.7,80,123,88,219,102,,,57,Watford,Juraj Kucka
553,100.0,100.0,130036,-1.0,0.0,1,Ozan,0.5,557,,2021-08-27T11:30:11.583350Z,50,1.0,Tufan,0.0,57,2,0.1,0.4,Tufan,103,0,0,0,1,0,0,0,0,0,0,0,7.4,46.5,11.0,6.1,156,95,145,310,140,,,57,Watford,Ozan Tufan
554,,,19838,-1.5,-0.5,0,Robert,0.0,574,,,40,0.0,Elliot,0.8,57,0,0.0,0.0,Elliot,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31,10,6,417,31,,,57,Watford,Robert Elliot
555,100.0,100.0,103192,0.8,1.3,0,Kurt,0.8,128,,2021-08-27T14:00:14.022296Z,54,1.0,Zouma,1.2,21,3,0.1,0.6,Zouma,270,0,0,0,5,0,0,0,1,0,0,0,65.0,2.2,9.0,7.6,84,112,85,291,100,,,21,West Ham,Kurt Zouma
556,,,18073,-0.2,0.3,0,Mark,-0.2,406,,,45,0.0,Noble,0.6,21,0,0.0,0.0,Noble,3,0,0,0,0,0,0,1,0,0,0,0,3.6,0.0,17.0,2.1,168,188,135,357,163,1.0,,21,West Ham,Mark Noble
557,,,32259,0.0,0.5,0,Darren,0.0,407,,,44,0.0,Randolph,0.1,21,0,0.0,0.0,Randolph,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,30,26,462,49,,,21,West Ham,Darren Randolph
558,,,37096,3.5,4.0,2,Lukasz,3.5,408,,,50,2.6,Fabianski,2.0,21,18,0.7,3.6,Fabianski,630,0,0,1,10,0,0,0,0,0,19,0,154.2,0.0,0.0,15.4,12,59,56,202,11,,,21,West Ham,Lukasz Fabianski
559,100.0,100.0,40669,3.2,3.7,1,Angelo,3.2,409,,2021-08-10T08:00:10.277396Z,50,2.4,Ogbonna,0.3,21,17,0.6,3.4,Ogbonna,630,0,0,1,10,0,0,0,0,0,0,3,91.4,4.0,14.0,11.0,56,105,76,246,79,,,21,West Ham,Angelo Ogbonna
560,0.0,0.0,48717,0.0,0.0,0,Winston,0.0,410,Left the club by mutual consent - Unknown return date,2021-09-22T12:00:10.612234Z,40,0.0,Reid,1.3,21,0,0.0,0.0,Reid,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,146,148,127,420,148,,,21,West Ham,Winston Reid
561,,,55459,3.0,3.5,1,Aaron,3.0,411,,,55,3.7,Cresswell,15.2,21,26,0.5,4.7,Cresswell,630,1,1,1,10,0,0,0,0,0,0,3,150.0,180.1,46.0,37.7,14,5,38,48,6,,,21,West Ham,Aaron Cresswell
562,,,56377,0.8,1.3,0,Andriy,0.8,412,,,53,1.0,Yarmolenko,0.1,21,6,0.2,1.1,Yarmolenko,35,0,0,0,1,0,0,0,0,0,0,0,5.6,14.0,9.0,2.8,163,148,154,344,157,,,21,West Ham,Andriy Yarmolenko
563,100.0,100.0,57531,2.2,2.7,2,Michail,2.2,413,,2021-09-11T16:30:15.334343Z,80,8.2,Antonio,45.6,21,49,0.3,6.1,Antonio,538,5,4,1,8,0,0,1,1,1,0,11,262.8,194.5,425.0,88.2,1,3,1,2,1,3.0,,21,West Ham,Michail Antonio
564,,,60232,1.8,2.3,0,Craig,1.8,414,,,50,2.2,Dawson,0.3,21,11,0.4,2.2,Dawson,361,0,0,1,5,0,0,0,0,0,0,0,84.2,14.3,100.0,19.9,64,85,8,145,44,,,21,West Ham,Craig Dawson
565,50.0,50.0,81012,0.0,0.2,0,Ryan,0.0,415,Groin Injury - 50% chance of playing,2021-09-23T00:00:09.752203Z,44,1.0,Fredericks,0.1,21,1,0.0,0.2,Fredericks,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,175,177,165,468,176,,,21,West Ham,Ryan Fredericks
566,100.0,100.0,86934,0.2,0.7,0,Manuel,0.2,416,,2021-08-13T13:00:15.122575Z,58,1.0,Lanzini,0.1,21,2,0.0,0.3,Lanzini,13,0,0,0,1,0,0,0,0,0,0,0,6.8,0.8,0.0,0.8,159,177,242,383,174,,,21,West Ham,Manuel Lanzini
567,100.0,100.0,105717,0.0,0.5,0,Arthur,0.0,417,,2021-08-10T08:00:10.295760Z,44,0.0,Masuaku,0.0,21,0,0.0,0.0,Masuaku,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,176,178,166,471,177,,,21,West Ham,Arthur Masuaku
568,75.0,75.0,164555,1.9,2.2,1,Vladimir,2.5,418,Groin Injury - 75% chance of playing,2021-10-06T12:00:13.746784Z,49,2.4,Coufal,7.1,21,17,0.5,3.5,Coufal,630,0,1,1,10,0,0,0,0,0,0,0,132.0,136.1,44.0,31.2,25,10,42,70,10,,,21,West Ham,Vladimir Coufal
569,,,172841,4.5,5.0,2,Saïd,4.5,419,,,66,6.3,Benrahma,37.1,21,44,0.7,6.7,Benrahma,593,3,2,1,9,0,0,0,0,0,0,8,207.4,168.7,216.0,59.3,5,15,12,11,6,,,21,West Ham,Saïd Benrahma
570,,,178186,5.0,5.5,7,Jarrod,5.0,420,,,63,3.7,Bowen,0.9,21,26,0.8,4.1,Bowen,609,1,2,1,10,0,0,0,0,0,0,0,142.6,187.6,225.0,55.4,22,7,10,17,11,,,21,West Ham,Jarrod Bowen
571,,,204480,2.8,3.3,1,Declan,2.8,421,,,50,2.9,Rice,4.7,21,20,0.6,4.0,Rice,630,0,2,1,10,0,0,0,3,0,0,2,173.2,114.1,39.0,32.7,11,39,94,61,37,2.0,,21,West Ham,Declan Rice
572,,,215439,3.8,4.3,8,Tomas,3.8,422,,,59,3.9,Soucek,6.0,21,27,0.6,4.6,Soucek,630,1,1,1,10,0,0,0,0,0,0,4,131.4,46.6,198.0,37.6,25,94,20,50,31,,,21,West Ham,Tomas Soucek
573,,,217593,2.0,2.5,2,Pablo,2.0,423,,,60,4.0,Fornals,2.8,21,28,0.3,4.7,Fornals,613,2,1,1,10,0,0,0,1,0,0,1,158.6,169.6,146.0,47.5,15,14,31,27,18,,,21,West Ham,Pablo Fornals
574,,,219924,0.0,0.5,0,Issa,0.0,424,,,43,0.0,Diop,0.3,21,0,0.0,0.0,Diop,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,172,174,161,460,173,,,21,West Ham,Issa Diop
575,,,222018,0.0,0.5,0,Ben,0.0,425,,,39,1.0,Johnson,1.9,21,1,0.0,0.3,Johnson,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.1,0.0,0.1,139,138,123,404,141,,,21,West Ham,Ben Johnson
576,,,84182,0.0,0.5,0,Alphonse,0.0,489,,,48,0.0,Areola,0.8,21,0,0.0,0.0,Areola,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,66,56,53,556,66,,,21,West Ham,Alphonse Areola
577,0.0,0.0,486870,0.0,0.0,0,Frederik,0.0,521,Joined Sunderland on a season-long loan - Expected back 01 Jul,2021-08-14T17:00:13.907661Z,40,0.0,Alves,0.2,21,0,0.0,0.0,Alves,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,166,168,149,455,168,,,21,West Ham,Frederik Alves
578,0.0,0.0,222017,0.0,0.0,0,Conor,0.0,522,Joined Peterborough United on a season-long loan - Expected back 01 Jul,2021-08-31T17:00:07.036627Z,45,0.0,Coventry,0.1,21,0,0.0,0.0,Coventry,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,199,203,194,522,201,,,21,West Ham,Conor Coventry
579,,,462384,0.0,0.5,0,Jamal,0.0,554,,,40,0.0,Baptiste,0.3,21,0,0.0,0.0,Baptiste,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,161,163,144,449,163,,,21,West Ham,Jamal Baptiste
580,,,180151,1.0,1.5,0,Nikola,1.0,582,,,59,1.3,Vlasic,0.1,21,4,0.2,0.7,Vlasic,106,0,0,0,1,0,0,0,0,0,0,0,8.2,14.0,10.0,3.2,154,149,151,342,156,,,21,West Ham,Nikola Vlasic
581,,,195728,0.0,0.5,0,Alex,0.0,589,,,45,0.0,Kral,0.1,21,0,0.0,0.0,Kral,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,191,195,185,506,193,,,21,West Ham,Alex Kral
582,,,19624,2.8,3.3,2,João Filipe Iria,2.8,426,,,50,2.4,Santos Moutinho,0.7,39,17,0.6,3.4,Moutinho,586,0,0,2,6,0,0,0,0,0,0,1,86.2,173.5,16.0,27.5,57,11,137,89,49,,,39,Wolves,João Moutinho
583,0.0,0.0,38533,0.0,0.0,0,Rui Pedro,0.0,427,Transferred to Roma,2021-07-14T07:47:44.687993Z,50,0.0,dos Santos Patrício,0.0,39,0,0.0,0.0,Patrício,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,60,57,572,68,,,39,Wolves,Rui Patrício
584,100.0,100.0,90585,0.0,0.5,0,Willy,0.0,428,,2021-08-09T18:30:12.373456Z,49,0.0,Boly,0.1,39,0,0.0,0.0,Boly,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,202,202,201,564,202,,,39,Wolves,Willy Boly
585,,,94147,3.5,4.0,2,Conor,3.5,429,,,45,2.9,Coady,6.4,39,20,0.8,4.4,Coady,626,0,0,2,6,0,0,0,1,0,0,0,91.6,3.1,10.0,10.5,55,109,84,251,81,,,39,Wolves,Conor Coady
586,,,102057,5.2,5.7,10,Raúl,5.2,430,,,75,3.7,Jiménez,6.2,39,26,0.7,3.5,Jiménez,630,1,2,2,6,0,0,0,2,0,0,4,118.6,235.2,245.0,60.0,10,1,8,9,4,1.0,,39,Wolves,Raúl Jiménez
587,,,107613,3.5,4.0,2,Romain,3.5,431,,,50,2.7,Saïss,1.0,39,19,0.7,3.8,Saïss,578,0,0,2,6,0,0,0,2,0,0,1,145.4,30.2,84.0,26.0,16,57,13,104,25,,,39,Wolves,Romain Saïss
588,,,111291,5.8,6.3,3,Fernando,5.8,432,,,46,4.0,Marçal,8.0,39,28,1.3,6.1,Marçal,611,0,2,2,6,0,0,0,2,0,0,3,96.4,63.9,44.0,19.8,50,31,40,146,45,,,39,Wolves,Fernando Marçal
589,0.0,0.0,114128,0.0,0.0,0,Jonathan,0.0,433,Knee injury - Expected back 01 Jan,2021-06-22T11:30:10.631811Z,45,0.0,Castro Otto,0.0,39,0,0.0,0.0,Jonny,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,190,190,183,497,190,,,39,Wolves,Jonathan Otto
590,,,151589,1.0,1.5,1,Leander,1.0,434,,,48,1.5,Dendoncker,0.1,39,6,0.2,1.2,Dendoncker,136,0,0,1,0,0,0,0,0,0,0,0,26.8,13.3,22.0,6.3,123,152,124,307,138,,,39,Wolves,Leander Dendoncker
591,,,159533,1.8,2.3,1,Adama,1.8,435,,,60,1.9,Traoré,3.2,39,13,0.3,2.2,Traoré,456,0,0,1,5,0,0,0,0,0,0,0,102.0,170.5,208.0,48.1,42,13,16,26,17,,,39,Wolves,Adama Traoré
592,,,171317,1.8,2.3,2,Rúben Diogo,1.8,436,,,54,1.7,da Silva Neves,1.1,39,12,0.3,2.2,Neves,542,0,0,1,6,0,0,0,2,0,0,0,103.6,181.1,43.0,32.8,40,9,90,60,36,2.0,,39,Wolves,Rúben Neves
593,,,200402,3.8,4.3,2,Nélson,3.8,437,,,49,3.2,Cabral Semedo,3.6,39,19,0.8,3.9,Semedo,527,0,0,2,5,0,0,0,0,0,0,0,80.0,57.0,96.0,23.3,70,33,9,119,34,,,39,Wolves,Nélson Semedo
594,100.0,100.0,200600,1.2,1.7,0,Daniel,1.2,438,,2021-06-22T11:30:10.652938Z,55,1.5,Castelo Podence,0.1,39,6,0.2,1.1,Podence,117,0,0,1,1,0,0,0,0,0,0,0,13.2,26.7,6.0,4.6,142,129,162,329,148,,,39,Wolves,Daniel Podence
595,,,214048,3.5,4.0,2,Max,3.5,439,,,45,2.9,Kilman,0.4,39,20,0.8,4.4,Kilman,630,0,0,2,6,0,0,0,1,0,0,0,117.0,31.1,55.0,20.4,33,56,29,139,40,,,39,Wolves,Max Kilman
596,0.0,0.0,222531,0.0,0.0,0,Morgan,0.0,440,Joined Sheffield United on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.739401Z,45,0.5,Gibbs-White,0.2,39,1,0.0,0.2,Gibbs-White,7,0,0,0,0,0,0,0,1,0,0,0,0.0,0.7,24.0,2.1,200,178,121,358,164,,,39,Wolves,Morgan Gibbs-White
597,0.0,0.0,247632,0.0,0.0,0,Pedro,0.0,441,Knee injury - Expected back 04 Dec,2021-06-22T11:30:10.668592Z,64,0.0,Lomba Neto,0.0,39,0,0.0,0.0,Neto,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,249,249,249,608,249,,,39,Wolves,Pedro Neto
598,0.0,0.0,250604,0.0,0.0,0,Owen,0.0,442,Transferred to Club Brugge,2021-08-23T09:40:05.510927Z,45,0.0,Otasowie,0.1,39,0,0.0,0.0,Otasowie,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,206,209,200,535,207,,,39,Wolves,Owen Otasowie
599,,,441271,0.2,0.7,0,Ki-Jana,0.2,443,,,40,1.0,Hoever,2.1,39,2,0.0,0.5,Hoever,93,0,0,0,1,0,0,0,1,0,0,0,15.6,16.7,6.0,3.8,124,80,92,339,119,,,39,Wolves,Ki-Jana Hoever
600,0.0,0.0,448487,0.0,0.0,0,Andreas,0.0,444,Joined Randers on loan until the end of 2021 - Expected back 15 Jan,2021-08-31T22:00:09.761639Z,40,0.0,Söndergaard,1.0,39,0,0.0,0.0,Söndergaard,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46,27,23,445,46,,,39,Wolves,Andreas Söndergaard
601,,,449988,0.2,0.7,0,Fabio,0.2,445,,,57,1.0,Silva,0.4,39,4,0.0,0.7,Fabio Silva,18,0,0,0,0,0,0,0,0,0,0,0,3.2,0.5,19.0,2.3,46,54,44,355,47,3.0,,39,Wolves,Fabio Silva
602,0.0,0.0,501837,0.0,0.0,0,Yerson,0.0,446,Hamstring injury - Expected back 26 Feb,2021-09-23T00:00:09.791568Z,45,0.0,Mosquera Valdelamar,0.0,39,0,0.0,0.0,Mosquera,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,199,199,195,553,199,,,39,Wolves,Yerson Valdelamar
603,,,19236,0.0,0.5,0,John,0.0,452,,,44,0.0,Ruddy,0.2,39,0,0.0,0.0,Ruddy,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,29,25,461,48,,,39,Wolves,John Ruddy
604,,,222564,1.8,2.3,2,Francisco,1.8,461,,,59,2.3,Machado Mota de Castro Trincão,0.7,39,14,0.3,2.4,Trincão,474,0,0,2,5,0,0,0,0,0,0,0,61.6,87.4,178.0,32.6,83,55,26,63,38,,,39,Wolves,Francisco Trincão
605,100.0,100.0,448514,0.0,0.5,0,Rayan,0.0,470,,2021-09-23T00:00:09.818283Z,43,1.0,Ait Nouri,0.2,39,1,0.0,0.2,Ait Nouri,6,0,0,0,0,0,0,0,0,0,0,0,2.2,0.1,8.0,1.0,136,139,86,377,134,,,39,Wolves,Rayan Nouri
606,,,149065,5.5,6.0,2,José,5.5,475,,,50,4.3,Malheiro de Sá,2.6,39,30,1.1,6.0,Sá,630,0,1,2,6,0,0,0,1,0,21,3,168.4,20.0,0.0,18.8,6,2,59,159,3,,,39,Wolves,José Sá
607,0.0,0.0,209353,0.0,0.0,0,Patrick,0.0,523,Season long loan to Empoli,2021-08-15T12:06:51.809579Z,50,0.0,Cutrone,0.1,39,0,0.0,0.0,Cutrone,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,73,75,71,581,75,,,39,Wolves,Patrick Cutrone
608,,,245923,0.0,0.5,0,Luke,0.0,547,,,45,0.0,Cundle,0.1,39,0,0.0,0.0,Cundle,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,205,208,199,533,206,,,39,Wolves,Luke Cundle
609,,,461026,0.0,0.5,0,Chem,0.0,548,,,45,0.0,Campbell,0.3,39,0,0.0,0.0,Campbell,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,210,213,205,541,211,,,39,Wolves,Chem Campbell
610,0.0,0.0,481626,0.0,0.0,0,Christian,0.0,549,Season-long loan to Belenenses,2021-09-07T09:00:15.908306Z,40,0.0,Marques,0.3,39,0,0.0,0.0,Marques,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,165,167,148,454,167,,,39,Wolves,Christian Marques
611,,,184754,6.0,6.5,13,Hee-Chan,6.0,583,,,56,6.0,Hwang,3.8,39,24,1.1,4.3,Hwang,249,3,0,1,1,0,0,0,0,0,0,6,114.4,25.0,127.0,26.7,13,34,23,98,25,,,39,Wolves,Hee-Chan Hwang
612,,,242510,0.0,0.5,0,Louie,0.0,611,,,40,0.0,Moulden,0.1,39,0,0.0,0.0,Moulden,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,24,20,437,43,,,39,Wolves,Louie Moulden
